0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
50,0.00
50,0.00
50,2493.04
50,1547.87
50,2409.25
50,1874.82
50,1925.73
50,1930.69
50,1920.68
50,1900.72
50,1891.19
50,1879.52
50,1879.58
50,1856.55
50,1834.02
50,1822.88
50,1834.25
50,1833.91
50,1843.09
50,1840.55
50,1840.60
50,1848.83
50,1844.62
50,1844.34
50,1845.02
50,1845.36
50,1855.86
50,1856.09
50,1852.25
50,1849.74
50,1861.22
50,1863.64
50,1849.85
50,1865.32
50,1874.36
50,1869.92
50,1861.16
50,1863.47
50,1859.14
50,1855.92
50,1847.01
50,1849.45
50,1858.79
50,1851.74
50,1861.56
50,1857.76
50,1853.85
50,1851.68
50,1849.34
50,1856.44
50,1851.91
50,1860.35
50,1851.97
50,1853.85
50,1861.04
50,1860.87
50,1858.51
50,1861.04
50,1851.85
50,1847.52
50,1840.49
50,1840.21
50,1843.15
50,1845.19
50,1858.62
50,1856.44
50,1862.78
50,1870.38
50,1865.61
50,1858.68
50,1859.48
50,1872.66
50,1862.31
50,1855.75
50,1845.02
50,1842.58
50,1845.36
50,1847.23
50,1851.91
50,1854.31
50,1847.58
50,1849.80
50,1845.70
50,1849.97
50,1849.63
50,1860.23
50,1859.43
50,1863.59
50,1865.67
50,1860.75
50,1856.38
50,1845.02
50,1846.89
50,1858.97
50,1858.79
50,1865.15
50,1859.14
50,1865.85
50,1856.72
50,1860.41
100,1855.75
100,1890.66
100,1942.00
100,1998.33
100,2065.19
100,2132.80
100,2262.36
100,2377.08
100,2480.06
100,2631.46
