82;14.38
82;15.55
82;17.48
82;19.02
82;19.83
82;21.26
82;21.90
82;22.36
82;22.21
82;21.86
82;22.47
82;21.45
82;21.16
82;20.38
82;19.52
82;18.55
82;17.79
82;16.10
82;14.33
82;14.03
82;13.41
82;12.81
82;11.45
82;10.67
82;11.17
82;11.28
82;11.34
82;10.93
82;10.47
82;10.05
82;9.71
82;9.09
82;8.48
82;7.02
82;6.29
82;5.33
82;5.09
82;4.41
82;4.16
82;3.55
82;3.00
82;2.59
82;2.07
82;1.52
82;1.28
82;0.97
82;0.60
82;0.55
82;0.41
82;0.36
82;0.36
82;0.26
82;0.40
82;0.47
82;0.40
82;0.57
82;0.50
82;0.55
82;0.60
82;0.47
82;0.16
82;0.50
82;0.47
82;0.41
82;0.24
82;0.31
82;0.26
82;0.09
82;-0.21
82;0.09
82;0.24
82;-0.16
82;0.31
82;0.36
82;0.29
82;0.47
82;0.41
82;0.31
82;0.40
82;0.24
82;0.29
82;0.29
82;0.24
82;0.41
82;0.41
82;0.47
82;0.45
82;0.31
82;0.40
82;0.34
82;0.29
82;-0.16
82;0.10
82;0.16
82;0.21
82;0.26
82;0.31
82;0.29
82;0.41
82;0.40
82;0.34
82;0.41
82;0.26
82;0.31
82;0.24
82;0.05
82;0.10
82;-0.05
82;0.00
82;0.00
82;-0.07
82;0.05
82;0.05
82;-0.21
82;0.29
82;-0.16
82;0.00
82;0.36
82;0.50
82;0.50
82;0.45
82;0.62
82;0.60
82;0.62
82;0.55
82;0.40
82;0.45
82;0.40
82;0.24
82;-0.10
82;-0.21
82;0.24
82;0.24
82;-0.24
82;0.31
82;0.31
82;0.47
82;0.52
82;0.05
82;0.55
82;0.45
82;0.57
82;0.55
82;0.40
82;0.47
82;0.40
82;0.34
82;0.24
82;0.10
82;0.16
82;-0.31
82;-0.31
82;0.16
82;-0.36
82;0.21
82;-0.31
82;0.21
82;0.21
82;0.09
82;0.19
82;-0.02
82;0.05
82;0.05
82;-0.05
82;-0.36
82;-0.05
82;-0.36
82;0.10
82;0.16
82;0.31
82;0.31
82;0.50
82;0.55
82;0.45
82;0.52
82;0.34
82;0.36
82;-0.16
82;-0.41
82;0.10
82;-0.07
82;0.09
82;0.16
82;0.09
82;-0.16
82;0.24
82;0.40
82;0.45
82;0.29
82;0.40
82;0.29
82;0.34
82;0.29
82;0.16
82;0.19
82;0.10
82;-0.21
82;-0.21
82;0.09
92;0.24
92;-0.19
92;0.40
92;0.45
92;0.40
92;0.67
92;0.71
92;1.17
92;1.52
92;1.93
92;2.43
92;3.10
92;3.71
92;4.10
92;4.62
92;4.62
92;4.98
92;4.98
92;5.12
92;5.22
92;5.64
92;5.22
92;5.22
92;5.22
92;4.78
92;5.17
92;5.09
92;4.93
92;4.83
92;4.62
92;-1.02
92;4.52
92;4.07
92;4.26
92;4.78
92;1.28
92;4.62
92;-0.10
92;5.09
92;5.09
92;4.36
92;4.78
92;3.97
92;5.14
92;4.67
92;5.14
92;5.03
92;4.62
92;5.12
92;5.14
92;5.14
92;4.62
92;5.07
92;5.07
92;5.12
92;4.67
92;4.93
92;4.93
92;5.50
92;4.12
92;5.38
92;4.47
92;4.83
92;5.24
92;4.36
92;5.17
92;2.64
92;5.14
92;4.67
92;5.19
92;4.83
92;5.34
92;4.47
92;4.78
92;4.83
92;4.88
92;4.36
92;4.93
92;4.83
92;5.24
92;5.14
92;5.09
92;5.19
92;3.14
92;4.98
92;5.03
92;5.09
92;5.12
92;5.14
92;5.12
92;5.12
92;5.12
92;5.22
92;5.74
92;5.29
92;5.69
92;5.22
92;5.07
92;5.43
92;4.93
92;4.78
92;5.22
92;5.19
92;5.19
92;5.19
92;5.12
92;5.19
92;4.41
92;4.88
92;4.22
92;5.53
92;5.09
92;5.52
92;3.86
92;5.53
92;5.14
92;5.53
92;5.24
92;5.28
92;5.24
92;4.83
92;5.59
92;5.09
92;5.14
92;4.28
92;5.48
92;5.12
92;5.03
92;4.98
92;4.83
92;4.72
92;4.72
92;5.09
92;4.72
92;4.72
92;5.14
92;5.09
92;5.12
92;5.24
92;5.43
92;5.22
92;5.84
92;6.16
92;6.29
92;6.34
92;6.81
92;5.95
92;6.81
92;6.36
92;5.29
92;6.03
92;5.43
92;5.69
92;5.53
92;5.38
92;5.33
92;4.93
92;4.93
92;5.34
92;5.33
92;5.43
92;5.53
92;5.64
92;5.28
92;5.79
92;5.90
92;5.90
92;5.38
92;5.29
92;5.53
92;5.38
92;5.33
92;4.88
92;4.88
92;4.98
92;4.98
92;5.03
92;5.03
92;4.57
92;4.62
92;5.50
92;5.07
92;5.59
92;5.24
92;5.29
92;5.28
92;5.19
92;5.19
92;5.07
92;5.43
92;4.52
92;5.48
92;4.57
92;4.98
92;4.81
92;4.41
92;4.83
92;4.86
92;4.52
92;4.98
102;5.48
102;4.98
102;5.43
102;4.62
102;5.59
102;5.45
102;5.69
102;5.64
102;6.91
102;7.93
102;8.59
102;9.60
102;10.21
102;10.64
102;10.38
102;10.93
102;10.97
102;10.93
102;10.83
102;10.67
102;10.57
102;10.57
102;10.43
102;10.16
102;10.05
102;9.55
102;9.95
102;10.02
102;10.07
102;10.10
102;10.16
102;10.12
102;10.12
102;10.17
102;10.16
102;10.07
102;10.07
102;10.07
102;10.10
102;10.16
102;10.17
102;10.12
102;10.00
102;9.81
102;9.66
102;9.50
102;9.50
102;9.40
102;9.05
102;9.66
102;9.76
102;9.97
102;10.17
102;9.90
102;10.41
102;10.52
102;10.67
102;10.62
102;10.57
102;10.36
102;10.12
102;9.81
102;9.60
102;9.34
102;9.26
102;8.74
102;9.19
102;9.24
102;9.47
102;9.21
102;9.66
102;9.76
102;9.86
102;9.97
102;10.02
102;10.07
102;10.02
102;10.02
102;9.97
102;10.02
102;9.97
102;9.76
102;9.71
102;9.66
102;9.66
102;9.66
102;9.71
102;9.81
102;9.97
102;10.05
102;10.22
102;10.12
102;10.17
102;10.22
102;10.31
102;10.31
102;10.33
102;10.31
102;10.26
102;10.28
102;10.28
102;10.31
102;10.47
102;10.41
102;10.52
102;10.62
102;10.72
102;10.83
102;10.93
102;10.98
102;10.93
102;10.98
102;10.31
102;10.62
102;10.43
102;10.16
102;9.86
102;9.60
102;9.40
102;9.29
102;9.21
102;8.74
102;9.29
102;9.34
102;9.29
102;9.36
102;9.40
102;9.10
102;9.66
102;9.74
102;9.86
102;9.91
102;10.02
102;10.16
102;10.38
102;10.36
102;10.36
102;10.26
102;10.10
102;9.91
102;9.66
102;9.50
102;9.40
102;9.47
102;9.55
102;9.86
102;10.12
102;10.16
102;10.28
102;10.33
102;10.31
102;9.97
102;9.97
102;10.41
102;10.47
102;10.47
102;10.57
102;10.41
102;10.36
102;10.26
102;10.16
102;10.02
102;9.97
102;9.91
102;9.97
102;10.00
102;10.12
102;10.33
102;10.26
102;10.38
102;10.47
102;10.52
102;10.57
102;10.62
102;10.62
102;10.57
102;10.41
102;10.26
102;10.07
