0.004;54.660;0.900;10353.000;99.000;198.000
0.004;55.440;0.900;10353.000;99.000;199.000
0.004;55.160;0.900;10353.000;99.000;198.000
0.004;55.090;0.900;10353.000;99.000;198.000
0.004;58.870;0.900;10353.000;99.000;202.000
0.004;61.240;0.900;10353.000;99.000;201.000
0.004;61.740;0.900;10353.000;99.000;199.000
0.004;61.200;0.900;10353.000;99.000;198.000
0.004;61.380;0.900;10353.000;99.000;198.000
0.004;62.020;0.900;10353.000;99.000;199.000
0.004;61.500;0.900;10353.000;99.000;198.000
0.004;61.180;0.900;10353.000;99.000;198.000
0.004;61.880;0.900;10353.000;99.000;199.000
0.004;61.170;0.890;10353.000;99.000;198.000
0.004;59.850;0.900;10353.000;99.000;197.000
0.004;59.980;0.900;10353.000;99.000;198.000
0.004;60.050;0.900;10353.000;99.000;198.000
0.004;58.980;0.900;10353.000;99.000;197.000
0.004;57.380;0.900;10353.000;99.000;197.000
0.004;55.180;0.900;10353.000;99.000;196.000
0.004;55.770;0.900;10353.000;99.000;199.000
0.004;58.720;0.900;10353.000;99.000;201.000
0.004;59.640;0.900;10353.000;99.000;199.000
0.004;58.560;0.900;10353.000;99.000;197.000
0.004;77.290;0.900;10353.000;99.000;217.000
0.004;52.590;0.900;10353.000;99.000;174.000
0.004;49.820;0.900;10353.000;99.000;196.000
0.004;42.180;0.900;10353.000;99.000;191.000
0.004;39.810;0.900;10353.000;99.000;196.000
0.004;40.100;0.890;10353.000;99.000;199.000
0.004;35.930;0.890;10353.000;99.000;194.000
0.004;36.810;0.900;10353.000;99.000;199.000
0.004;36.030;0.900;10353.000;99.000;198.000
0.004;42.240;0.900;10353.000;99.000;205.000
0.004;37.650;0.900;10353.000;99.000;194.000
0.004;37.550;0.900;10353.000;99.000;198.000
0.004;39.270;0.900;10353.000;99.000;200.000
0.004;45.170;0.900;10353.000;99.000;204.000
0.004;40.610;0.890;10353.000;99.000;194.000
0.004;42.530;0.900;10353.000;99.000;200.000
0.004;45.330;0.900;10353.000;99.000;201.000
0.004;40.180;0.900;10353.000;99.000;193.000
0.004;36.440;0.900;10353.000;99.000;195.000
0.004;39.880;0.900;10353.000;99.000;202.000
0.004;43.100;0.900;10353.000;99.000;202.000
0.004;38.310;0.890;10353.000;99.000;194.000
0.004;44.230;0.890;10353.000;99.000;204.000
0.004;39.700;0.890;10353.000;99.000;194.000
0.004;45.760;0.900;10353.000;99.000;204.000
0.004;39.600;0.900;10353.000;99.000;192.000
0.004;45.300;0.900;10353.000;99.000;204.000
0.004;41.080;0.900;10353.000;99.000;194.000
0.004;43.450;0.900;10353.000;99.000;201.000
0.004;35.910;0.890;10353.000;99.000;191.000
0.004;41.170;0.900;10353.000;99.000;204.000
0.004;37.060;0.900;10353.000;99.000;194.000
0.004;42.960;0.900;10353.000;99.000;204.000
0.004;38.200;0.900;10353.000;99.000;194.000
0.004;44.460;0.900;10353.000;99.000;205.000
0.004;39.840;0.900;10353.000;99.000;194.000
0.004;44.320;0.900;10353.000;99.000;203.000
0.004;38.640;0.900;10353.000;99.000;193.000
0.004;44.890;0.900;10353.000;99.000;205.000
0.004;40.760;0.900;10353.000;99.000;194.000
0.004;43.910;0.900;10353.000;99.000;201.000
0.004;38.940;0.900;10353.000;99.000;193.000
0.004;44.080;0.900;10353.000;99.000;203.000
0.004;39.750;0.900;10353.000;99.000;194.000
0.004;36.340;0.900;10353.000;99.000;195.000
0.004;39.690;0.900;10353.000;99.000;202.000
0.004;43.960;0.900;10353.000;99.000;203.000
0.004;39.890;0.900;10353.000;99.000;194.000
0.004;36.770;0.900;10353.000;99.000;195.000
0.004;40.710;0.900;10353.000;99.000;202.000
0.004;44.760;0.900;10353.000;99.000;202.000
0.004;44.410;0.900;10353.000;99.000;201.000
0.004;14.750;0.900;10353.000;99.000;201.000
0.004;11.650;0.900;10353.000;99.000;195.000
0.004;11.820;0.900;10353.000;99.000;198.000
0.004;13.420;0.900;10353.000;99.000;200.000
0.004;13.850;0.900;10353.000;99.000;199.000
0.004;13.660;0.900;10353.000;99.000;198.000
0.004;16.390;0.910;10353.000;99.000;201.000
0.004;15.100;0.900;10353.000;99.000;197.000
0.004;17.870;0.900;10353.000;99.000;201.000
0.004;21.650;0.900;10353.000;99.000;202.000
0.004;20.620;0.900;10353.000;99.000;197.000
0.004;24.440;0.900;10353.000;99.000;202.000
0.004;26.560;0.900;10353.000;99.000;200.000
0.004;24.990;0.900;10353.000;99.000;197.000
0.004;31.640;0.900;10353.000;99.000;205.000
0.004;31.680;0.900;10353.000;99.000;198.000
0.004;28.530;0.900;10353.000;99.000;195.000
0.004;29.780;0.900;10353.000;99.000;200.000
0.004;32.460;0.920;10353.000;99.000;201.000
0.004;31.840;0.890;10353.000;99.000;198.000
0.004;34.020;0.900;10353.000;99.000;200.000
0.004;32.200;0.910;10353.000;99.000;196.000
0.004;32.590;0.910;10353.000;99.000;199.000
0.004;33.700;0.900;10353.000;99.000;199.000
0.004;38.820;0.890;10353.000;99.000;203.000
0.004;36.860;0.900;10353.000;99.000;196.000
0.004;36.960;0.900;10353.000;99.000;198.000
